1,2,-1.5852
1,3,-2.2444
2,3,-2.2455
2,4,-2.7722
1,5,-2.6774
4,5,-2.2129
1,6,-2.4663
5,6,-1.9229
1,7,-3.1195
3,7,-2.6371
7,8,-2.4642
3,9,-3.1059
7,9,-2.2728
8,9,-2.6464
1,10,-2.6813
2,10,-2.5254
3,10,-2.0799
4,10,-3.1975
5,10,-2.7744
7,10,-2.4365
9,10,-2.0189
3,11,-2.6684
5,11,-2.2934
7,11,-2.51
9,11,-3.168
10,11,-2.5823
7,12,-2.2214
8,12,-1.9122
9,12,-1.8967
10,12,-2.693
11,12,-2.0951
7,13,-3.0743
8,13,-1.7204
9,13,-2.6146
10,13,-3.1897
11,13,-3.1108
12,13,-2.3536
7,14,-3.0937
8,14,-1.882
9,14,-2.7848
10,14,-3.1612
12,14,-2.8539
13,14,-2.3398
7,15,-3.1861
8,15,-1.8117
9,15,-1.9901
10,15,-2.7913
12,15,-2.5426
13,15,-2.5946
14,15,-2.0234
7,16,-3.2114
8,16,-2.1122
9,16,-2.622
13,16,-2.2228
14,16,-1.848
15,16,-2.116
8,17,-2.6591
9,17,-2.6305
14,17,-2.3746
15,17,-2.1179
16,17,-2.4485
8,18,-3.3866
9,18,-3.2469
10,18,-3.5565
12,18,-3.3201
13,18,-3.5288
14,18,-2.0604
15,18,-2.0852
16,18,-2.8184
17,18,-2.2497
13,19,-2.5041
14,19,-2.9207
18,19,-2.4906
5,20,-1.9149
6,20,-2.0265
11,20,-1.9812
5,21,-2.5369
6,21,-2.8208
11,21,-1.6633
12,21,-1.7029
13,21,-1.5101
20,21,-1.7828
5,22,-3.3628
11,22,-2.5948
12,22,-2.8738
13,22,-1.4611
14,22,-2.4003
18,22,-2.3502
19,22,-1.211
20,22,-2.845
21,22,-1.9216
11,23,-2.808
12,23,-3.1284
13,23,-3.1516
19,23,-2.6111
20,23,-3.0649
21,23,-2.2561
22,23,-1.8697
16,24,-2.2774
17,24,-2.9851
15,25,-3.0055
16,25,-2.9561
17,25,-2.2916
18,25,-2.4587
19,25,-2.6756
22,25,-2.9264
24,25,-2.4924
7,26,-2.8751
8,26,-2.6159
9,26,-3.2233
16,26,-2.3955
17,26,-2.6096
24,26,-2.4245
25,26,-2.3658
7,27,-3.1575
8,27,-3.048
16,27,-2.4623
24,27,-1.893
25,27,-2.7715
26,27,-2.3672
15,28,-3.3493
16,28,-2.9916
17,28,-2.6128
19,28,-2.9702
22,28,-2.9117
23,28,-2.9612
24,28,-2.8349
25,28,-2.4647
26,28,-2.0945
27,28,-2.7021
8,29,-3.3575
15,29,-3.2872
17,29,-2.8155
25,29,-2.9133
26,29,-2.6605
27,29,-3.0912
28,29,-2.4158
1,30,-4.0515
2,30,-3.7181
3,30,-3.7895
7,30,-3.8713
23,30,-2.8973
29,30,-2.3508
7,31,-2.982
