0,0.025988,0.0056969,0,0.0021016,0.0034175,0.00075945,0,0,0.0020829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8808e-05,0,0,0,0,0,0,0.00059769,0.00019329,0.00044273,0,0.00030643,0.00012365,0.00020729,0,0,0,0.0034241,0.0011422,0,0,0.0015848,0,0,0.0032072,0,0.0015312,0.028961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025988,0,0.0056816,0.0016898,0,0,0,0,0,0.0029827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00019139,0,0,0,0,0,0,0.00084037,0.00011859,0.00055248,0,0.00091392,0.00054205,0.00040156,0.00059604,0,0,0.0017269,0.00095678,0,0,0.0012386,0,0,0.0014782,0,0,0.0038217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0056969,0.0056816,0,0,0,0,0.0023062,0,0.00078356,0.0083202,0.0021458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016235,0,0,0,0,0,0,0.00073514,0.00028702,0.00075717,0,0.00058151,0,0.00036588,0,0,0,0,0,0,0,0,0,0,0,0,0.00094964,0.0027258,0,0,0,0,0,0,0,0,0.00027727,0.0012616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0016898,0,0,0.0061244,0,0,0,0,0.00063459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033027,0.0024629,0,0,0,0,0.0021026,0.0012199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0021016,0,0,0.0061244,0,0.011943,0,0,0,0.0016811,0.0050882,0,0,0,0,0,0,0,0,0.012166,0.0029049,0.0004337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010525,0,0,0,0,0,0,0.0002871,0,0,0,0,0,0,0,0,0.00096654,0,0.0013381,0,0.0071264,0.021197,0,0,0,0,0.0048006,0.0057009,0,0,0,0,0,0,0,0,0,0.0011792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0034175,0,0,0,0.011943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0094076,0.0015107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0059392,0,0,0,0,0,0.00046567,0,0,0,0,0,0,0,0,0,0.00082276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00075945,0,0.0023062,0,0,0,0,0.0034341,0.0053359,0.0036603,0.0030906,0.0060057,0.0008427,0.00080593,0.00065152,0.00061456,0,0,0,0,0,0,0,0,0,0.0013331,0.0006959,0,0,0.0001345,0.0010424,0.00013931,0.00021604,0,0,0,0.00056287,0.00029319,0.00051566,0,0.00025288,0,0,0,0,0,0,0,0.00040214,0.0016183,0,0.00086283,0.00038675,0,0,0.0019953,0.012401,0,0,0,0,0,0.00054073,0,0.0013304,0.00094923,0.00029747,0,0.00042645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.0034341,0,0.0022574,0,0,0.01224,0.019036,0.013121,0.015428,0.007723,0.0021921,0.00041061,0,0,0,0,0,0,0,0.0024216,0.00089542,0,0.00043903,0,0.0025529,0.00069137,0.00057045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00079683,0.0018926,0,0.00086722,0,0,0,0.00097203,0.0035828,0,0,0,0,0,0,0.0017108,0.0017633,0.00054651,0,0,0,0.00071659,0,0.00050932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.00078356,0,0,0,0.0053359,0.0022574,0,0.0095748,0.00067919,0.012686,0.0024289,0.0016412,0.01023,0.0023878,0.0023413,0.00056632,0,0,0,0,0,0,0,0.00059796,0,0,0,0,0.00092129,0.00050884,0.00023392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012445,0.0013765,0,0,0,0,0,0,0,0,0,0,0,0,0.00077356,0.00049496,0.003368,0.0024133,0.0011237,0.00036179,0.0040116,0.0019847,0.00056788,0.0010642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0020829,0.0029827,0.0083202,0.00063459,0.0016811,0,0.0036603,0,0.0095748,0,0.0026161,0.0020276,0.00064611,0.00068988,0.0016171,0,0,0.00027764,0,0,0,0,0,0,0,0,0,0,0,0,0.00052087,0,0.00011487,0,0,0,0.00041761,0.00012798,0.00037163,0,0.00048195,0.00016217,0.00019834,0,0,0,0,0.00013549,0.00038005,0.00039835,0,0,0,0.00019673,0,0,0.00089669,0,0.00040421,0.00058033,0.00094775,0.00085957,0.00039485,0,0.00040434,0.0015575,0.0049085,0.0035505,0.0010083,0.00038791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
